date,AdjClose,Approx,D1,D2,Target
2000-01-03,1455.219970703125,1420.6402155757444,5.100564987572476,-2.4993402477101325,1399.4200439453125
2000-01-04,1399.4200439453125,1416.9932144284821,-2.6206034521069776,-3.877059901298828,1402.1099853515625
2000-01-05,1402.1099853515625,1425.1863509724215,-16.536198877024795,-0.23461941125113328,1403.449951171875
2000-01-06,1403.449951171875,1430.2069321837225,-28.792002593650793,2.062673222430773,1441.469970703125
2000-01-07,1441.469970703125,1432.0549580623997,4.335408351560288,1.4336330249237508,1457.5999755859375
2000-01-10,1457.5999755859375,1434.7530675803898,25.30242357817171,1.5887013463174648,1438.56005859375
2000-01-11,1438.56005859375,1441.754714592241,-2.134034390018451,-0.905079867576935,1432.25
2000-01-12,1432.25,1447.603232208004,-16.60082080478195,-2.6891039876163063,1449.6800537109375
2000-01-13,1449.6800537109375,1452.2986204276954,-1.0869276160694228,1.446419928644448,1465.1500244140625
2000-01-14,1465.1500244140625,1457.3029887378223,6.393666684347307,3.9958057290175346,1455.1400146484375
2000-01-18,1455.1400146484375,1449.2343006205444,7.301797953252868,-0.4905583900954237,1455.9000244140625
2000-01-19,1455.9000244140625,1444.6685274156025,9.971015383728211,-3.0916990001311104,1445.5699462890625
2000-01-20,1445.5699462890625,1443.6056691229835,0.8122057023713527,0.3947274849625717,1441.3599853515625
2000-01-21,1441.3599853515625,1441.6042076084573,-5.177293666307194,2.2499952830437167,1401.530029296875
2000-01-24,1401.530029296875,1420.963666794963,-3.5478154492503013,0.7166938064804115,1410.030029296875
2000-01-25,1410.030029296875,1405.3174522273143,-3.959836123439378,0.0913567305554735,1404.0899658203125
2000-01-26,1404.0899658203125,1394.665563905468,4.03364805584464,-1.7114421658993821,1398.56005859375
2000-01-27,1398.56005859375,1382.6754498993466,9.7748839976549,-3.1987411184219994,1360.1600341796875
2000-01-28,1360.1600341796875,1395.5284821710952,-8.29301838910105,1.4367137829369483,1394.4599609375
2000-01-31,1394.4599609375,1401.7248134602332,-19.981281388218527,4.431581733689112,1409.280029296875
2000-02-01,1409.280029296875,1401.2644437667786,0.6147775611316364,-2.5412807676320206,1409.1199951171875
2000-02-02,1409.1199951171875,1402.5877317258607,12.56027851618676,-6.843297943942568,1424.969970703125
2000-02-03,1424.969970703125,1415.0809814333468,3.867744318698082,0.05691237053184239,1424.3699951171875
2000-02-04,1424.3699951171875,1424.5812489108446,0.705154973700185,3.955494875415388,1424.239990234375
2000-02-07,1424.239990234375,1431.0885341583808,-1.0834409528646216,1.8968805962022965,1441.719970703125
2000-02-08,1441.719970703125,1438.3977865773797,-3.240197306299503,1.4344923844407031,1411.7099609375
2000-02-09,1411.7099609375,1418.9310920289336,0.3808437045886175,0.13916948583808564,1416.8299560546875
2000-02-10,1416.8299560546875,1406.6389908470114,2.453728577672853,-0.9329692360756109,1387.1199951171875
2000-02-11,1387.1199951171875,1401.5214830315795,-3.529600822960556,-1.174823560554943,1389.93994140625
2000-02-14,1389.93994140625,1394.4815487175906,-7.354274114893325,-1.639151918813824,1402.050048828125
2000-02-15,1402.050048828125,1387.5407861793246,7.234579621519331,-0.5023191096221552,1387.6700439453125
2000-02-16,1387.6700439453125,1380.5734506438555,16.889543660862792,0.20548385779799722,1388.260009765625
2000-02-17,1388.260009765625,1373.579542111165,-1.9348260282345215,1.3451004342562698,1346.0899658203125
2000-02-18,1346.0899658203125,1366.5927537916345,-13.12818124380356,2.369012902890014,1352.1700439453125
2000-02-22,1352.1700439453125,1359.2152911871406,0.22858178072068114,-0.9902873476516767,1360.68994140625
2000-02-23,1360.68994140625,1351.9425094418207,7.00716044871533,-3.1751092898330535,1353.4300537109375
2000-02-24,1353.4300537109375,1344.7744085556553,0.9599214028742653,1.861459448442777,1333.3599853515625
2000-02-25,1333.3599853515625,1337.5782585178313,-1.6506501442734471,4.9630623856558325,1348.050048828125
2000-02-28,1348.050048828125,1359.6892878387325,-5.658355433994459,0.33749479793651704,1366.4200439453125
2000-02-29,1366.4200439453125,1373.9474821180067,-9.29169986566757,-2.217583687846205,1379.18994140625
2000-03-01,1379.18994140625,1380.3528413556946,-3.4746615363838593,-1.633515390650403,1381.760009765625
2000-03-02,1381.760009765625,1388.8623614010507,-0.18984563606800653,-1.8905789388751755,1409.1700439453125
2000-03-03,1409.1700439453125,1382.134065944377,8.799817764167836,1.400768402797759,1391.280029296875
2000-03-06,1391.280029296875,1379.4887308458879,16.260871883843475,3.741321912104852,1355.6199951171875
2000-03-07,1355.6199951171875,1380.9263561055768,-6.14656219539079,-2.5671682559717377,1366.699951171875
