date,AdjClose,Approx,D1,D2,D3,D4,D5,D6,D7,Target
2000-01-03,1455.219970703125,1450.411708827903,-18.315736834553185,-7.702633495897786,-8.114190072696324,-2.054692028015026,-1.0149772083105753,-2.7430803528778167,-1.9988559656508065,1399.4200439453125
2000-01-04,1399.4200439453125,1450.7630252208542,-18.561834272354822,-7.901620830547178,-8.220706706239147,-1.98998305170366,-1.0477429349195937,-2.8615930011175332,-2.0298172562536974,1402.1099853515625
2000-01-05,1402.1099853515625,1451.1270181744826,-18.81347345007179,-8.112837808564603,-8.329043077019943,-1.9138542857338974,-1.0818549955418444,-2.9862710834880803,-2.061777442360135,1403.449951171875
2000-01-06,1403.449951171875,1451.4876144539135,-19.063627723053273,-8.320777863517419,-8.436891850677167,-1.840785443180982,-1.1156063070524382,-3.109297142762033,-2.093469975223009,1441.469970703125
2000-01-07,1441.469970703125,1451.800901164836,-19.29309994111032,-8.483076268063739,-8.537949272506683,-1.8103358358445778,-1.1443330316219362,-3.2093134886098795,-2.1214345793154328,1457.5999755859375
2000-01-10,1457.5999755859375,1452.1268644364336,-19.528113899081696,-8.657604315977334,-8.640826431573737,-1.7684664388499736,-1.174406090204538,-3.315495268588099,-2.1503980789112793,1438.56005859375
2000-01-11,1438.56005859375,1452.465504268708,-19.76866959696806,-8.844362007258693,-8.745523327878615,-1.7151772521970519,-1.2058254828003276,-3.42784248269699,-2.18036047401063,1432.25
2000-01-12,1432.25,1452.8007474267854,-20.007740390119054,-9.027842775475564,-8.849732627059968,-1.6649479889609093,-1.2368841262844776,-3.538537673709354,-2.210055215866433,1449.6800537109375
2000-01-13,1449.6800537109375,1453.148667145541,-20.25235292318596,-9.223553187060933,-8.95576166347955,-1.6032989360662346,-1.2692891037819372,-3.6553982988528273,-2.2407488532258553,1465.1500244140625
2000-01-14,1465.1500244140625,1453.493190190099,-20.49548055151724,-9.415986675581596,-9.061303102775494,-1.5447098065884142,-1.3013333321677223,-3.7706069008996472,-2.2711748373416976,1455.1400146484375
2000-01-18,1455.1400146484375,1453.834316560461,-20.737123275113564,-9.605143241038101,-9.166356944948099,-1.4891806005272843,-1.3330168114419234,-3.8841634798501374,-2.301333168214045,1455.9000244140625
2000-01-19,1455.9000244140625,1454.1763530669302,-20.97916387773396,-9.795177855382917,-9.271541438375918,-1.4328314904578672,-1.3647969531491784,-3.9981627170549325,-2.3315632165567766,1445.5699462890625
2000-01-20,1445.5699462890625,1453.8594522884391,-18.83973517127872,-7.5510988428122925,-5.8786654661951445,-1.6056454510950144,-1.173180974051372,-3.7858255336422912,-1.9661758649367393,1441.3599853515625
2000-01-21,1441.3599853515625,1453.7191132233156,-17.338419242992302,-5.959238610861933,-3.423091970853627,-1.7170553520011278,-1.0414238051157438,-3.6609299305951324,-1.706793876148863,1401.530029296875
2000-01-24,1401.530029296875,1453.7553358715602,-16.47521609287051,-5.019597159527379,-1.9048209523444908,-1.7670611931765194,-0.9695254463419254,-3.6234759079131087,-1.5534172501924226,1410.030029296875
2000-01-25,1410.030029296875,1453.7442489512932,-15.441031139161801,-3.9051942126408483,-0.1354004921082781,-1.8335202025685995,-0.8815879677255566,-3.562591984387491,-1.3716365728723285,1404.0899658203125
2000-01-26,1404.0899658203125,1453.9097237443948,-15.044958963615073,-3.4430100463671995,0.6967174913004004,-1.8385751522300864,-0.8535092992707836,-3.5891496412269537,-1.2958612583831917,1398.56005859375
2000-01-27,1398.56005859375,1454.0278889689846,-14.477904984481174,-2.8060643845413784,1.779984916436263,-1.8600832701083192,-0.8093915109734278,-3.592277397222706,-1.1916818925303707,1360.1600341796875
2000-01-28,1360.1600341796875,1454.0987446250633,-13.739869201758523,-1.9943572271616028,3.114401783302344,-1.8980445562033585,-0.7492346028333656,-3.5719752523747577,-1.0590984753135735,1394.4599609375
2000-01-31,1394.4599609375,1454.1822768418185,-13.047647855229272,-1.2294772713850906,4.381523360074747,-1.931597229161706,-0.6933753639025733,-3.557951130536643,-0.9341259007217753,1409.280029296875
2000-02-01,1409.280029296875,1454.4423707719434,-12.993539286860651,-1.1168160962197786,4.711342460022911,-1.9037458423894176,-0.6973749351332978,-3.6313685890638467,-0.9151586889606577,1409.1199951171875
2000-02-02,1409.1199951171875,1454.655155133556,-12.76844891490452,-0.829393425502029,5.292311001698404,-1.8923476238339538,-0.685335386521395,-3.68135614674718,-0.8677874258358134,1424.969970703125
2000-02-03,1424.969970703125,1454.8206299266574,-12.372376739360258,-0.36720925923103714,6.124428985102856,-1.8974025734952842,-0.657256718066831,-3.7079138035867842,-0.7920121113471101,1424.3699951171875
2000-02-04,1424.3699951171875,1454.998781280435,-12.022119000008527,0.048147705437598595,6.889251678414999,-1.898048910019993,-0.6334757188214589,-3.7407494834361334,-0.7238476394832577,1424.239990234375
2000-02-07,1424.239990234375,1455.1296230657022,-11.50087945706697,0.6382661656614238,7.905223813459541,-1.915148414761532,-0.5936555997333022,-3.750155262441832,-0.6272791162552273,1441.719970703125
2000-02-08,1441.719970703125,1455.2731414116456,-11.025454350318656,1.1815574242821087,8.853900658410474,-1.9278393063664154,-0.5581331498543944,-3.7658390644572908,-0.5383214356521759,1411.7099609375
2000-02-09,1411.7099609375,1455.429336318266,-10.595843679762257,1.6780214813011751,9.735282213270454,-1.9361215848346796,-0.5269083691846366,-3.7878008894825523,-0.45697459767385484,1416.8299560546875
2000-02-10,1416.8299560546875,1455.5821345506895,-10.153957068027463,2.18703284917215,10.634695486762862,-1.9455851476326216,-0.49453203152101816,-3.808080523312233,-0.3735884405606896,1387.1199951171875
2000-02-11,1387.1199951171875,1455.911494496485,-10.350183234453114,2.0438254364325252,10.596806283433098,-1.8936446506997102,-0.5220145040189638,-3.915801737507783,-0.3962076462781028,1389.93994140625
2000-02-14,1389.93994140625,1456.1935448737672,-10.375427597290793,2.0753795192457014,10.810066521830864,-1.8581573219837315,-0.5334578566742213,-4.0000930508592445,-0.3904228006317315,1402.050048828125
2000-02-15,1402.050048828125,1456.4282856825375,-10.229690156540574,2.2816950976117676,11.274476201956759,-1.839123161484586,-0.5288620894868227,-4.060954463366855,-0.3562339036215596,1387.6700439453125
2000-02-16,1387.6700439453125,1456.6757030519843,-10.129767151982312,2.4411834743760963,11.67159059199132,-1.8156803878488583,-0.5285639915085665,-4.128093898884173,-0.3296558492361379,1388.260009765625
2000-02-17,1388.260009765625,1456.8758108529207,-9.85886234383542,2.775433346694283,12.319854423756045,-1.8086907824299083,-0.5122267736876205,-4.17180343355785,-0.2746737434867558,1346.0899658203125
2000-02-18,1346.0899658203125,1457.088595214533,-9.633771971880938,3.0628560174102106,12.900822965428514,-1.7972925638743664,-0.5001872250758501,-4.221790991241212,-0.22730248036220924,1352.1700439453125
2000-02-22,1352.1700439453125,1457.3140561368223,-9.454496036118238,3.3034514865246845,13.414496217010353,-1.7814857321822015,-0.4924453456732215,-4.278056571934402,-0.18754205986236577,1360.68994140625
2000-02-23,1360.68994140625,1457.5361203849147,-9.262944159176666,3.5565942664915458,13.946201187225288,-1.7668601848197647,-0.48355190927668645,-4.332639961431935,-0.1457423202276002,1353.4300537109375
2000-02-24,1353.4300537109375,1457.710875064498,-8.900410478644854,3.9844985420142103,14.72905559917406,-1.7686878056740876,-0.45861935303735807,-4.363793450086028,-0.07553852922855495,1333.3599853515625
2000-02-25,1333.3599853515625,1457.8983063047572,-8.58369123430607,4.365575615933902,15.444614721029314,-1.7661068133918052,-0.4379844660072506,-4.401224961749779,-0.012945580854462062,1348.050048828125
2000-02-28,1348.050048828125,1458.0984141056924,-8.312786426159434,4.69982548825169,16.09287855279306,-1.7591172079729112,-0.4216472481863063,-4.4449344964232935,0.0420365248948537,1366.4200439453125
2000-02-29,1366.4200439453125,1458.2951252324312,-8.029605676834013,5.046622671421795,16.75917410318986,-1.7533088868837243,-0.40415847337146743,-4.486961839901193,0.09905794977908014,1379.18994140625
2000-03-01,1379.18994140625,1458.504512919848,-7.792239363699746,5.346592652991227,17.35817436349756,-1.743091952657894,-0.3909673677657338,-4.5352672063890305,0.14846853203873198,1381.760009765625
2000-03-02,1381.760009765625,1458.7105039330672,-7.542597109386895,5.659109945412714,17.975206342437772,-1.7340563027617857,-0.3766247051661147,-4.5818903816811964,0.19991843343325164,1409.1700439453125
2000-03-03,1409.1700439453125,1458.9130982720908,-7.2806789138947625,5.984174548687137,18.61027004001222,-1.7262019371953745,-0.36113048557257005,-4.626831365777822,0.2534076539627832,1391.280029296875
2000-03-06,1391.280029296875,1459.1166027472214,-7.022050046928477,6.305877110150677,19.240502153139193,-1.7180310474468066,-0.34594482474561694,-4.672223091646714,0.30635044057687094,1355.6199951171875
2000-03-07,1355.6199951171875,1459.4966689357266,-7.4015339581235935,5.9753608910032,18.933431789445027,-1.6484560979669705,-0.3906179740804061,-4.805056397882396,0.25328786436031886,1366.699951171875
2000-03-08,1366.699951171875,1459.829425555718,-7.6100360657301085,5.819606167409019,18.877510867478666,-1.5953343167042142,-0.41925200357242415,-4.914459803273692,0.22862933950763,1401.68994140625
2000-03-09,1401.68994140625,1460.1148726071965,-7.647556369748603,5.8386129393677,19.072739387239952,-1.5586657036583893,-0.4318469132217513,-5.0004333078209084,0.23237486601873544,1395.0699462890625
2000-03-10,1395.0699462890625,1460.412996219352,-7.730891109958711,5.810792509725035,19.200672616910584,-1.517588477475992,-0.44873949208019487,-5.092684835377842,0.2285095499051548,1383.6199951171875
2000-03-13,1383.6199951171875,1460.663810262996,-7.6432440465807705,5.957733575635483,19.579755288309876,-1.492964419510403,-0.4495929510959795,-5.161506462091002,0.2530482851554119,1359.1500244140625
2000-03-14,1359.1500244140625,1460.9273008673163,-7.60141141939471,6.057847439944255,19.891542669617866,-1.4639317484082504,-0.45474407932089617,-5.236606111813832,0.26997617778092853,1392.1400146484375
2000-03-15,1392.1400146484375,1461.2034680323136,-7.605393228400412,6.111134102651632,20.13603476083543,-1.4304904641694527,-0.46419287675495924,-5.317983784546544,0.2792932277817523,1458.469970703125
2000-03-16,1458.469970703125,1461.4762385231138,-7.597099096226871,6.176968076211765,20.39855857068658,-1.398230464260425,-0.4724901171950795,-5.397679266083532,0.29064959691755776,1464.469970703125
2000-03-17,1464.469970703125,1461.7016994454045,-7.41782316046463,6.417563545325978,20.91223182226866,-1.3824236325680952,-0.46474823779252716,-5.45394484677708,0.3304100174173611,1456.6300048828125
2000-03-20,1456.6300048828125,1461.939836928371,-7.284361660894632,6.611331812838064,21.35860978375855,-1.3622081877392134,-0.46130402759912803,-5.516488450480233,0.36255959529235005,1493.8699951171875
2000-03-21,1493.8699951171875,1462.1906509720143,-7.1967145975165,6.758272878748569,21.737692455157514,-1.3375841297737225,-0.46215748661487277,-5.585310077193172,0.3870983305426144,1500.6400146484375
2000-03-22,1500.6400146484375,1462.4380683414606,-7.0967915929592875,6.917761255511687,22.134806845189928,-1.3141413561379744,-0.46185938863669296,-5.6524495127104375,0.4136763849278377,1527.3499755859375
2000-03-23,1527.3499755859375,1462.6981622715853,-7.042683024593655,7.030422430673736,22.464625945132788,-1.2862899693655188,-0.4658589598676645,-5.725866971237757,0.43264359668842295,1527.4599609375
2000-03-24,1527.4599609375,1462.9548595275126,-6.976298515048947,7.155630916688333,22.812476763708837,-1.2596198669228387,-0.46870697410470297,-5.797602238569322,0.4536501275839553,1523.8599853515625
2000-03-27,1523.8599853515625,1463.2081601092432,-6.89763806432498,7.293386713555829,23.17835930091904,-1.2341310488098594,-0.4704034313478165,-5.867655314705334,0.4766959776144939,1507.72998046875
2000-03-28,1507.72998046875,1463.4623708270815,-6.822266942126478,7.427780468612835,23.53941025368234,-1.2083257065147586,-0.4724084473574861,-5.938159132613563,0.4991953937296525,1508.52001953125
2000-03-29,1508.52001953125,1463.669271976412,-6.575914016337945,7.736935719225693,24.15161064818031,-1.198973532436248,-0.45837434352442297,-5.985233049678751,0.5500988612091019,1487.9200439453125
2000-03-30,1487.9200439453125,1463.8888496864174,-6.375375526742147,7.99926376823581,24.696515752584887,-1.185212745221201,-0.44863790890054217,-6.038584989753457,0.5933914860636353,1498.5799560546875
2000-03-31,1498.5799560546875,1464.1211039570996,-6.220651473338522,8.214764615643919,25.1741255668976,-1.1670433448695785,-0.4431991434858165,-6.098214952837831,0.6290732682933744,1505.969970703125
2000-04-03,1505.969970703125,1464.349961553585,-6.053651478755873,8.442812773904615,25.669767099843817,-1.1500552288476764,-0.4366088210771761,-6.156162724726583,0.6667943696580684,1494.72998046875
2000-04-04,1494.72998046875,1464.5914957107477,-5.932465920364853,8.624033730564081,26.098113342699932,-1.128658499689125,-0.4343161678776745,-6.220388519625242,0.6969046283980964,1487.3699951171875
2000-04-05,1487.3699951171875,1464.8296331937136,-5.7990044207948825,8.817801998075998,26.544491304189176,-1.1084430548603204,-0.4308719576842562,-6.282932123328206,0.7290542062730563,1501.3399658203125
2000-04-06,1501.3399658203125,1465.0643740024834,-5.653266980045588,9.024117576440906,27.008900984312795,-1.0894088943612061,-0.42627619049691146,-6.343793535835648,0.7632431032830381,1516.3499755859375
2000-04-07,1516.3499755859375,1465.3000249473603,-5.510818867821914,9.227071112995162,27.468479079989248,-1.0700582096799596,-0.42198898207613605,-6.4051056901153185,0.7968855663776129,1504.4599609375
2000-04-10,1504.4599609375,1465.548352452916,-5.414185191789292,9.383197447949083,27.860761885577773,-1.0462989118619475,-0.42199944286449254,-6.472695867405237,0.8229171868476708,1500.5899658203125
2000-04-11,1500.5899658203125,1465.7932832842746,-5.305275574577823,9.551871093755269,28.271076409798916,-1.023720898373718,-0.4208583466589293,-6.538603853499363,0.8509881264526289,1467.1700439453125
2000-04-12,1467.1700439453125,1466.0348174414364,-5.184090016187205,9.733092050414186,28.69942265265383,-1.0023241692152083,-0.41856569345944333,-6.602829648397879,0.8810983851925662,1440.510009765625
2000-04-13,1440.510009765625,1466.2772617347055,-5.06619378632211,9.910950965262568,29.12293731106182,-0.9806109158745633,-0.4165815990265212,-6.667506185068639,0.9106622100171161,1356.56005859375
2000-04-14,1356.56005859375,1466.5163093537794,-4.93602161527739,10.101357190964393,29.564483688105238,-0.9600789468635573,-0.41344594759966635,-6.730500530544036,0.9422653539767625,1401.43994140625
2000-04-17,1401.43994140625,1466.7562671089606,-4.809138772758339,10.288401374855477,30.001198480701248,-0.9392304536704362,-0.4106188549393798,-6.793945617791616,0.9733220640209869,1441.6099853515625
2000-04-18,1441.6099853515625,1466.997135000249,-4.685545258764604,10.472083516936339,30.43308168885109,-0.9180654362951413,-0.4081003210456534,-6.857841446811554,1.0038323401498772,1427.469970703125
2000-04-19,1427.469970703125,1467.2377590213018,-4.561070371849124,10.65666651540479,30.86625951615055,-0.8969852313188877,-0.40549910907961506,-6.921616499937462,1.0344890328050351,1434.5400390625
2000-04-20,1434.5400390625,1460.3649595596023,1.0444811202900155,9.122398673385355,25.500353227861535,0.14672050603576242,-0.33792840811450064,-5.629262618893435,0.9983507326782004,1429.8599853515625
